web_scraper_order,web_scraper_start_url,nomor_sertifikat,tanggal_terbit,plg_id,nama_pemohon,nama_perangkat,merk,model,nama_pemasaran,negara
1782485286-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84516/SDPPI/2022,02 Sep 2022,13153,TEKNOCITI INTERNASIONAL BISNIS,Two Way Radio,AUQOZ,X1/A8 Neo,X1/A8 Neo,China
1782485286-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84439/SDPPI/2022,31 Agu 2022,4773,"HARRISMA INFORMATIKA JAYA, PT.",Two Way Radio,Motorola,MSLB-MKZ900i,MotoTRBO Ion,Malaysia
1782485286-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84284/SDPPI/2022,25 Agu 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Radio Portable / Two Way Radio,Motorola,XiR P8668i UHF 350-400MHz,Motorola,Malaysia
1782485286-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84267/SDPPI/2022,24 Agu 2022,5803,"MITRA HT, CV.",Two Way Radio,OSAKA,A-2,OSAKA A-2,China
1782485286-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84253/SDPPI/2022,24 Agu 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Mobile Radio / Two Way Radio,Motorola,XiR M8668i VHF 136-174Mhz,Motorola,Malaysia
1782485286-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,84186/SDPPI/2022,22 Agu 2022,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,BAOFENG,UV-9R Plus New,UV-9R Plus New,China
1782485286-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,83549/SDPPI/2022,26 Jul 2022,2381,"ATLANTIK, CV.",Two Way Radio,Weierwei,VEV-890,VEV-890,China
1782485286-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,83006/SDPPI/2022,04 Jul 2022,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB9460 ( 380-420 MHz ),Repeater Two Way Radio,New Zealand
1782485286-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82884/SDPPI/2022,27 Jun 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Portable Radio/Two Way Radio,Motorola,XiR P8660i UHF 403-470MHz,Motorola,Malaysia
1782485286-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82883/SDPPI/2022,27 Jun 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Portable Radio/Two Way Radio,Motorola,XiR P8660i VHF 136-174MHz,Motorola,Malaysia
1782485286-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82365/SDPPI/2022,02 Jun 2022,7325,PT.HYTERA COMMUNICATIONS INDONESIA,TWO WAY RADIO,HYTERA,AP518,TWO WAY RADIO,China
1782485286-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82306/SDPPI/2022,31 Mei 2022,7325,PT.HYTERA COMMUNICATIONS INDONESIA,TWO WAY RADIO,HYTERA,AP588,TWO WAY RADIO,China
1782485286-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82158/SDPPI/2022,23 Mei 2022,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-V86,ICOM,Japan
1782485286-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82134/SDPPI/2022,20 Mei 2022,5803,"MITRA HT, CV.",TWO WAY RADIO,REDELL,UV-99plus,REDELL UV-99plus,China
1782485286-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82103/SDPPI/2022,19 Mei 2022,5803,"MITRA HT, CV.",TWO WAY RADIO,SKY-MAX,UV-8R,SKY-MAX UV-8R,China
1782485286-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82069/SDPPI/2022,19 Mei 2022,5803,"MITRA HT, CV.",TWO WAY RADIO,SKY-MAX,SKY-6868M,SKY-MAX SKY-6868M,China
1782485286-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,82029/SDPPI/2022,17 Mei 2022,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB9460,Repeater Two Way Radio,New Zealand
1782485286-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,81583/SDPPI/2022,13 Apr 2022,13972,PT. HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-V10,HV-V10,China
1782485286-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,81409/SDPPI/2022,06 Apr 2022,13972,PT. HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-88,HV-88,China
1782485286-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,81383/SDPPI/2022,05 Apr 2022,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-5108,REDELL DL-5108,China
1782485286-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,81120/SDPPI/2022,25 Mar 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Radio Portable / Two Way Radio,Motorola,XiR P6600i VHF 136-174MHz,Motorola,Malaysia
1782485286-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,81117/SDPPI/2022,25 Mar 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Radio Portable / Two Way Radio,Motorola,XiR P6600i UHF 350-400MHz,Motorola,Malaysia
1782485286-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,80664/SDPPI/2022,04 Mar 2022,13972,PT. HARVE SOLUSI INDONESIA,Two Way Radio,HARVE,HV-888S,HV-888S,China
1782485286-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,80408/SDPPI/2022,14 Feb 2022,5803,"MITRA HT, CV.",Two Way Radio,Xiamen,X-009,Xiamen X-009,China
1782485286-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,80342/SDPPI/2022,11 Feb 2022,1889,"CITRADATA PURNAKHARISMA, PT.",Portable Radio/Two Way Radio,Motorola,XiR P8660i UHF 350-400 MHz,Motorola,Malaysia
1782485286-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,78274/SDPPI/2021,19 Okt 2021,2381,"ATLANTIK, CV.",Two Way Radio,Weierwei,VEV-UV888,VEV-UV888,China
1782485286-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,77903/SDPPI/2021,05 Okt 2021,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,BF-888S,BF-888S,China
1782485286-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,77849/SDPPI/2021,04 Okt 2021,4114,"SUN PACIFIC, CV.",Two Way Radio,Voxter,UV-W8,Voxter,China
1782485286-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,77375/SDPPI/2021,07 Sep 2021,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,BF-A58,BF-A58,China
1782485286-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76879/SDPPI/2021,13 Agu 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,SL1M,Two Way Radio,Malaysia
1782485286-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76877/SDPPI/2021,13 Agu 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XIR P6620i,Two Way Radio,Malaysia
1782485286-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76847/SDPPI/2021,12 Agu 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XIR P6620i,Two Way Radio,Malaysia
1782485286-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76676/SDPPI/2021,02 Agu 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,SL1M,Two Way Radio,Malaysia
1782485286-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76675/SDPPI/2021,02 Agu 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XIR P6620i,Two Way Radio,Malaysia
1782485320-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76342/SDPPI/2021,16 Jul 2021,5803,"MITRA HT, CV.",Two Way Radio,SKY_MAX,SK-27,SK-27 VHF: 136-174 MHz UHF: 400-440 MHZ,China
1782485320-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76300/SDPPI/2021,14 Jul 2021,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-9108,DL-9108 VHF: 136-174 MHz UHF: 400-440 MHz,China
1782485320-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,76298/SDPPI/2021,14 Jul 2021,5803,"MITRA HT, CV.",Two Way Radio,Osaka,A-1,A-1,China
1782485320-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,75992/SDPPI/2021,24 Jun 2021,13153,TEKNOCITI INTERNASIONAL BISNIS,Two Way Radio,AUQOZ,A8,A8,China
1782485320-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,74990/SDPPI/2021,10 Mei 2021,2381,"ATLANTIK, CV.",Portable Two Way Radio,Weierwei,VEV-9800,VEV-9800,China
1782485320-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,74825/SDPPI/2021,04 Mei 2021,2381,"ATLANTIK, CV.",Portable Two Way Radio,Weierwei,VEV-16,VEV-16,China
1782485320-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,74068/SDPPI/2021,26 Mar 2021,13153,TEKNOCITI INTERNASIONAL BISNIS,Portable Two Way Radio,Pofung,BF/PF-UV5R,BF/PF-UV5R,China
1782485320-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,74069/SDPPI/2021,26 Mar 2021,13153,TEKNOCITI INTERNASIONAL BISNIS,Portable Two Way Radio,Pofung,BF/PF - UV82,BF/PF - UV82,China
1782485320-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,73837/SDPPI/2021,17 Mar 2021,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-9900,DL-9900,China
1782485320-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,73387/SDPPI/2021,23 Feb 2021,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XiR P8668 EX 403-470 MHz,Motorola,Malaysia
1782485320-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,72853/SDPPI/2021,27 Jan 2021,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,UV-9R Plus,UV-9R Plus,China
1782485320-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,72854/SDPPI/2021,27 Jan 2021,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,GT-3TP Mark III,GT-3TP Mark III,China
1782485320-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,72513/SDPPI/2021,11 Jan 2021,2198,"CIPTA GUNA DATA INFOTEK SOLUSINDO, PT.",Network Two Way Radio,Inrico,T290,Inrico,China
1782485320-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,72330/SDPPI/2020,29 Des 2020,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio VHF Transceiver,ICOM,IC-V88,VHF Transceiver,Japan
1782485320-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,71794/SDPPI/2020,02 Des 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XiR M3688 VHF 136-174 MHz,Motorola,Malaysia
1782485320-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,71799/SDPPI/2020,02 Des 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XiR M3688 UHF (403-470 MHz),Motorola,Malaysia
1782485320-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,71723/SDPPI/2020,27 Nov 2020,2381,"ATLANTIK, CV.",TWO WAY RADIO,WEIERWEI,VEV-3288s,WEIERWEI,China
1782485320-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,71664/SDPPI/2020,25 Nov 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XiR P3688 UHF (403-470 MHz),Motorola,Malaysia
1782485320-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,71663/SDPPI/2020,25 Nov 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XiR P3688 VHF (136-174 MHz),Motorola,Malaysia
1782485320-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,70993/SDPPI/2020,22 Okt 2020,3797,"INTAN KOMUNIKASI INDONESIA, PT.",Portable Two Way Radio,SME-com,SME-com 338 UHF (400 - 470 MHz),SME-com,China
1782485320-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,70995/SDPPI/2020,22 Okt 2020,3797,"INTAN KOMUNIKASI INDONESIA, PT.",Portable Two Way Radio,SME-com,SME-com 338 UHF (330 - 400 MHz),SME-com,China
1782485320-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,70994/SDPPI/2020,22 Okt 2020,3797,"INTAN KOMUNIKASI INDONESIA, PT.",Portable Two Way Radio,SME-com,SME-com 338 VHF (136 - 174 MHz),SME-com,China
1782485320-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,70629/SDPPI/2020,05 Okt 2020,7499,PT.BAOFENG KOMUNIKASI INDONESIA,Two Way Radio,Baofeng,Baofeng / BF-UV5R,Baofeng / BF-UV5R,China
1782485320-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,70158/SDPPI/2020,10 Sep 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Repeater Two Way Radio,Motorola,SLR 1000 (400- 440 MHz),Motorola,Mexico
1782485320-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,69954/SDPPI/2020,01 Sep 2020,4114,"SUN PACIFIC, CV.",Two Way Radio,Voxter,V-35,Voxter,China
1782485320-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,69515/SDPPI/2020,30 Jul 2020,7288,PT ULTRA KOMUNINDO MAKMUR BERSAMA,Two Way Radio,Firstcom,FC-77R,Firstcom / FC-77R,China
1782485320-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,69427/SDPPI/2020,27 Jul 2020,13184,CENTRAL RADIO KOMUNIKASI,Two Way Radio,Firstcom,FC-21R,Firstcom / FC-21R,China
1782485320-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,69428/SDPPI/2020,27 Jul 2020,13184,CENTRAL RADIO KOMUNIKASI,Two Way Radio,Firstcom,FC-136R,Firstcom / FC-136R,China
1782485320-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,69340/SDPPI/2020,22 Jul 2020,7091,"LAKONE KOMUNIKA JAYA ABADI, PT.",Two Way Radio,Firstcom,FC-28R,Firstcom / FC-28R,China
1782485320-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67108/SDPPI/2020,11 Mar 2020,2198,"CIPTA GUNA DATA INFOTEK SOLUSINDO, PT.",Network Two Way Radio,Inrico,T196,Inrico,China
1782485320-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65055/SDPPI/2019,12 Des 2019,2198,"CIPTA GUNA DATA INFOTEK SOLUSINDO, PT.",Intelligent Two Way Radio,INRICO,T298S,INRICO,China
1782485320-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,64859/SDPPI/2019,02 Des 2019,2381,"ATLANTIK, CV.",Portable Two Way Radio,WEIERWEI,VEV - UV8200WP,WEIERWEI,China
1782485320-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,64577/SDPPI/2019,19 Nov 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-718,ICOM,Japan
1782485320-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,64114/SDPPI/2019,28 Okt 2019,4114,"SUN PACIFIC, CV.",Two Way Radio,Voxter,U1,Voxter,China
1782485320-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63675/SDPPI/2019,04 Okt 2019,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB9315-B3H0,Repeater Two Way Radio,New Zealand
1782485320-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63454/SDPPI/2019,24 Sep 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-U86,ICOM,Japan
1782485320-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63265/SDPPI/2019,17 Sep 2019,3812,"JAKARTA NOTEBOOK, PT",Portable Two Way Radio,TAFFWARE,UV 5R,TAFFWARE,China
1782485320-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62972/SDPPI/2019,03 Sep 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-F3003,ICOM,Japan
1782485320-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62973/SDPPI/2019,03 Sep 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-F4003,ICOM,Japan
1782485320-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62792/SDPPI/2019,26 Agu 2019,5803,"MITRA HT, CV.",Two Way Radio,X-ONE,UV-X1+,X-ONE,China
1782485320-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62812/SDPPI/2019,26 Agu 2019,8922,CAHAYA ANUGRAH FIRDAUS,HT Two Way Radio,CAFSKY,WIRELESS INTERCOM,CAFSKY,Hong Kong
1782485320-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62726/SDPPI/2019,21 Agu 2019,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-250,REDELL,China
1782485320-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62647/SDPPI/2019,17 Agu 2019,5803,"MITRA HT, CV.",Two Way Radio,REDELL,UV-99Plus,REDELL,China
1782485320-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62582/SDPPI/2019,13 Agu 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-F5023H,ICOM,Japan
1782485320-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62506/SDPPI/2019,08 Agu 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-2300H,ICOM IC-2300H,Japan
1782485320-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62426/SDPPI/2019,05 Agu 2019,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,MOTOROLA,XIR P8668i,MOTOROLA,Malaysia
1782485320-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62305/SDPPI/2019,31 Jul 2019,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,MOTOROLA,XIR P8660i,MOTOROLA,Malaysia
1782485320-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62017/SDPPI/2019,15 Jul 2019,2198,"CIPTA GUNA DATA INFOTEK SOLUSINDO, PT.",Network Two Way Radio,Inrico,T192,Inrico,China
1782485320-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62024/SDPPI/2019,15 Jul 2019,4995,SUBUR JAYA BERKATINDO. PT,Two Way Radio,Dolton,DN-901,Dolton DN-901,China
1782485320-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61973/SDPPI/2019,10 Jul 2019,4995,SUBUR JAYA BERKATINDO. PT,Two Way Radio,Dolton,DN-902,Dolton DN-902,China
1782485345-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61979/SDPPI/2019,10 Jul 2019,5803,"MITRA HT, CV.",Two Way Radio,SKYMAX,UV-8R,UV-8R,China
1782485345-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61968/SDPPI/2019,09 Jul 2019,5803,"MITRA HT, CV.",Two Way Radio,SKYMAX,SKY-6969M,SKY-6969M,China
1782485345-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61967/SDPPI/2019,09 Jul 2019,5803,"MITRA HT, CV.",Two Way Radio,SKYMAX,SKY-6868M,SKY-6868M,China
1782485345-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61900/SDPPI/2019,01 Jul 2019,7288,PT ULTRA KOMUNINDO MAKMUR BERSAMA,Two way Radio,WOUXUN,KG-UV9D (Plus),KG-UV9D (Plus),China
1782485345-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61774/SDPPI/2019,31 Mei 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-V86,ICOM,Japan
1782485345-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61767/SDPPI/2019,29 Mei 2019,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,ICOM,IC-V80 (Freq. 136-174 MHz),ICOM,Japan
1782485345-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61757/SDPPI/2019,29 Mei 2019,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-270,REDELL DL-270,China
1782485345-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61554/SDPPI/2019,13 Mei 2019,2198,"CIPTA GUNA DATA INFOTEK SOLUSINDO, PT.",Network Two Way Radio,Inrico,T199,Inrico,China
1782485345-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61338/SDPPI/2019,25 Apr 2019,1774,"MOBILKOM TELEKOMINDO, PT.",TWO WAY RADIO,MOTOROLA,XiR P8668i (403-470 Mhz,motorola.inc,Malaysia
1782485345-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61315/SDPPI/2019,24 Apr 2019,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,MOTOROLA,XIR P6600i,MOTOROLA,Malaysia
1782485345-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61306/SDPPI/2019,23 Apr 2019,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,MOTOROLA,XIR P6600i,MOTOROLA,Malaysia
1782485345-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61216/SDPPI/2019,12 Apr 2019,7674,CV.DCE Indonesia,Two Way Radio,KIRISUN,DP 405,KIRISUN,China
1782485345-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61155/SDPPI/2019,09 Apr 2019,2381,"ATLANTIK, CV.",Portable Two Way Radio,WEIERWEI,VEV-3288s,WEIERWEI,China
1782485345-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60968/SDPPI/2019,28 Mar 2019,2381,"ATLANTIK, CV.",Portable Two Way Radio,WEIERWEI,CY-8800,WEIERWEI,China
1782485345-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60967/SDPPI/2019,28 Mar 2019,2381,"ATLANTIK, CV.",Portable Two Way Radio,WEIERWEI,UV-5R,WEIERWEI,China
1782485345-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60937/SDPPI/2019,26 Mar 2019,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-5108,DL-5108,China
1782485345-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60476/SDPPI/2019,28 Feb 2019,4114,"SUN PACIFIC, CV.",Two Way Radio / Handy Talky,Yaesu,VX6R,Yaesu,Japan
1782485345-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59989/SDPPI/2019,28 Jan 2019,4114,"SUN PACIFIC, CV.",Two Way Radio / Handy Talky,Voxter,Voxter / UVT10,Voxter,China
1782485345-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59565/SDPPI/2019,03 Jan 2019,4114,"SUN PACIFIC, CV.",Two Way Radio / Handy Talky,Voxter,U55,VOXTER,China
1782485345-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59342/SDPPI/2018,20 Des 2018,5803,"MITRA HT, CV.",Two Way Radio,Xiamen,X-008 VHF : 136-174 MHz UHF : 400-440 MHz,X-008,China
1782485345-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59278/SDPPI/2018,17 Des 2018,5803,"MITRA HT, CV.",Two Way Radio,REDELL,DL-7108 VHF: 136-174 MHz UHF: 400-440 MHz UHF: 330-390 MHz,DL-7108,China
1782485345-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59232/SDPPI/2018,14 Des 2018,1889,"CITRADATA PURNAKHARISMA, PT.",Two Way Radio,Motorola,XIR P6620i,Motorola,Malaysia
1782485345-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58407/SDPPI/2018,24 Okt 2018,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio VHF,VERXION,3288S,VERXION,China
1782485345-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58299/SDPPI/2018,17 Okt 2018,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio UHF,VERXION,3288S,3288S,China
1782485345-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57558/SDPPI/2018,07 Agu 2018,2276,"GAJAH MANDALA JAYA, PT.",Repeater Two Way Radio,Tait,TB9315-H1H0 Freq : 400-440 MHz,,New Zealand
1782485345-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57419/SDPPI/2018,27 Jul 2018,1889,"CITRADATA PURNAKHARISMA, PT.",TWO WAY RADIO,MOTOROLA,SLR 5300 UHF 400-470MHZ,,Mexico
1782485345-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41623/I/SDPPI/2018,17 Jul 2018,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,VERXION,UV-5RA,VERXION,China
1782485345-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41627/I/SDPPI/2018,17 Jul 2018,4083,"EKA LANCAR INTERNUSA, PT.",Two Way Radio,VERXION,UV-5RE,VERXION,China
1782485345-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57014/SDPPI/2018,02 Jul 2018,2638,"SOG INDONESIA, PT.",Two Way Radio,KIRISUN,DP980,,China
1782485345-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,41146/I/SDPPI/2018,05 Jun 2018,2381,"ATLANTIK, CV.",Two Way Radio,WEIERWEI,VEV-UV888,,China
1782485345-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56658/SDPPI/2018,25 Mei 2018,1774,"MOBILKOM TELEKOMINDO, PT.",Two Way Radio,MOTOROLA,XiR P8668i ( 800 Mhz ),,Malaysia
1782485345-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56592/SDPPI/2018,23 Mei 2018,4114,"SUN PACIFIC, CV.",Two Way radio/Handy Talky,Voxter,UV-X5 ( 136-174 Mhz & 400-430 Mhz ),,China
1782485345-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56577/SDPPI/2018,22 Mei 2018,4995,SUBUR JAYA BERKATINDO. PT,Two Way Radio,Alinco,DJ-VX50,,China
